Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim
H5937,2014,1.0,1,V,N,O,R,800.0,Wood-framed,1,75120,non
H18510,2012,0.5,0,V,N,O,R,3550.0,Fire-resistive,4,17300,non
H19079,2015,0.5,0,V,N,O,R,432.0,Fire-resistive,2,10333,non
H16803,2013,0.5,1,V,N,O,R,900.0,Ordinary,4,64483,non
H7422,2013,1.0,1,V,V,V,U,3700.0,Non-combustible,without,83115,non
H18984,2013,1.0,0,V,N,O,R,280.0,Non-combustible,4,38185,oui
H17472,2015,1.0,1,V,N,O,R,2100.0,Ordinary,6,92051,oui
H1355,2014,1.0,1,V,N,O,R,1200.0,Non-combustible,4,25356,non
H14298,2012,1.0,0,V,N,O,R,2100.0,Wood-framed,5,6088,oui
H1465,2015,1.0,0,V,N,O,R,1025.0,Non-combustible,3,21231,non
H6444,2013,1.0,1,N,V,V,U,2015.0,Wood-framed,without,75116,non
H3823,2012,1.0,0,V,V,V,U,1250.0,Ordinary,without,33063,non
H17277,2012,1.0,0,V,N,O,R,250.0,Wood-framed,5,6069,non
H5368,2016,0.5,1,N,V,V,U,1500.0,Ordinary,without,93045,non
H4350,2013,0.5,0,V,V,V,U,390.0,Non-combustible,without,77333,non
H2928,2012,1.0,0,V,V,V,U,320.0,Non-combustible,without,31555,non
H13560,2013,1.0,1,N,V,V,U,896.0,Wood-framed,without,75103,oui
H18464,2014,1.0,1,V,N,O,R,170.0,Ordinary,2,93029,non
H16602,2013,1.0,0,V,N,O,R,160.0,Wood-framed,4,75117,oui
H7228,2015,1.0,1,N,V,V,U,450.0,Ordinary,without,93048,non
H4208,2012,1.0,0,V,V,V,U,1500.0,Non-combustible,without,62571,non
H16344,2014,1.0,0,V,N,O,R,1800.0,Non-combustible,4,80228,oui
H7079,2012,0.5,0,N,V,V,U,416.0,Ordinary,without,33063,non
H6712,2012,1.0,1,V,N,O,R,1334.0,Wood-framed,7,6088,oui
H6745,2013,0.5,0,V,V,V,U,7055.0,Non-combustible,without,38563,oui
H6734,2015,1.0,1,N,V,V,U,358.0,Ordinary,without,94015,non
H18279,2013,1.0,0,V,N,O,R,1080.0,Non-combustible,5,69091,non
H15632,2013,0.5,1,V,N,O,R,390.0,Fire-resistive,3,91477,non
H3577,2016,0.5,0,V,N,O,R,350.0,Ordinary,3,94021,non
H14877,2014,1.0,0,N,V,V,U,600.0,Non-combustible,without,62571,non
H15302,2014,1.0,1,V,N,O,R,4144.0,Ordinary,5,59350,non
H3812,2013,0.5,0,N,V,V,U,800.0,Ordinary,without,83137,oui
H12868,2013,0.5,1,N,V,V,U,2793.0,Ordinary,without,83137,non
H6486,2014,1.0,0,N,V,V,U,1112.0,Fire-resistive,without,87085,non
H5461,2016,1.0,0,N,V,V,U,500.0,Wood-framed,without,75120,non
H7049,2016,0.5,0,V,N,O,R,2800.0,Ordinary,8,64483,non
H1614,2012,1.0,1,V,V,V,U,9500.0,Ordinary,without,38185,oui
H17652,2013,1.0,0,V,N,O,R,1000.0,Non-combustible,2,83042,non
H198,2012,0.5,0,V,V,V,U,550.0,Non-combustible,without,26362,non
H3408,2013,1.0,0,V,V,V,U,472.0,Non-combustible,without,38563,non
H18591,2013,1.0,0,V,N,O,R,450.0,Ordinary,3,33063,non
H18389,2013,1.0,0,V,N,O,R,900.0,Non-combustible,3,13211,oui
H17343,2014,1.0,1,V,N,O,R,1368.0,Wood-framed,7,75118,oui
H6737,2013,1.0,0,V,N,O,R,275.0,Fire-resistive,2,12145,non
H12742,2014,1.0,0,N,V,V,U,1046.0,Ordinary,without,59599,oui
H18031,2012,1.0,1,V,N,O,R,15620.0,Ordinary,>=10,59350,oui
H6260,2012,1.0,0,N,V,V,U,650.0,Ordinary,without,33063,non
H15752,2012,1.0,0,V,N,O,R,2800.0,Fire-resistive,4,35093,non
H16812,2012,1.0,0,V,N,O,R,3400.0,Non-combustible,4,68271,non
H17598,2013,1.0,1,V,N,O,R,1200.0,Wood-framed,5,75112,non
H6394,2012,1.0,1,N,V,V,U,450.0,Non-combustible,without,13205,oui
H16776,2016,0.5,0,V,N,O,R,2100.0,Fire-resistive,4,74143,non
H5504,2016,1.0,0,N,V,V,U,900.0,Fire-resistive,without,73011,oui
H6383,2012,1.0,0,N,V,V,U,2585.0,Fire-resistive,without,7186,non
H14024,2014,1.0,0,N,V,V,U,15.0,Non-combustible,without,13001,non
H5281,2013,0.5,0,V,V,V,U,4433.0,Ordinary,without,64189,non
H4081,2016,0.5,0,N,V,V,U,736.0,Fire-resistive,without,5052,non
H17552,2013,1.0,1,V,N,O,R,934.0,Non-combustible,4,78442,oui
H16709,2013,1.0,0,V,N,O,R,5182.0,Non-combustible,6,64102,oui
H16081,2016,1.0,1,V,N,O,R,1825.0,Wood-framed,7,6088,non
H1704,2012,0.5,1,N,V,V,U,812.0,Wood-framed,without,75105,non
H16435,2012,1.0,1,V,N,O,R,2860.0,Wood-framed,6,6123,non
H2124,2012,1.0,0,V,V,V,U,200.0,Ordinary,without,54395,non
H16846,2013,0.5,0,V,N,O,R,1600.0,Non-combustible,6,57463,non
H2748,2012,1.0,0,V,N,O,R,4142.0,Non-combustible,>=10,38229,non
H2916,2012,0.5,0,V,V,V,U,500.0,Non-combustible,without,30189,non
H17894,2016,0.5,1,V,N,O,R,1988.0,Ordinary,3,83137,non
H1797,2013,1.0,1,V,V,V,U,2153.0,Wood-framed,without,75114,non
H3723,2012,1.0,0,V,V,V,U,690.0,Fire-resistive,without,13096,non
H2222,2016,1.0,0,V,N,O,R,714.0,Non-combustible,4,26362,oui
H13582,2012,1.0,0,N,V,V,U,1400.0,Fire-resistive,without,87085,non
H6197,2013,0.5,0,N,V,V,U,5439.0,Ordinary,without,54395,oui
H378,2014,1.0,0,V,V,V,U,5000.0,Fire-resistive,without,36044,oui
H13462,2013,1.0,1,N,V,V,U,262.0,Ordinary,without,92025,non
H17178,2013,1.0,0,V,N,O,R,200.0,Fire-resistive,2,91174,non
H12998,2012,1.0,0,N,V,V,U,250.0,Fire-resistive,without,91174,non
H14008,2016,0.5,0,N,V,V,U,840.0,Non-combustible,without,67180,non
H17681,2014,0.5,0,V,N,O,R,1730.0,Fire-resistive,3,27229,non
H13620,2012,1.0,1,N,V,V,U,400.0,Ordinary,without,33063,non
H17270,2012,1.0,0,V,N,O,R,400.0,Non-combustible,5,67482,non
H14123,2013,0.5,1,N,V,V,U,700.0,Ordinary,without,33063,non
H2478,2013,1.0,0,V,V,V,U,965.0,Non-combustible,without,62899,non
H18853,2013,1.0,0,V,N,O,R,1350.0,Fire-resistive,8,10387,oui
H1832,2014,1.0,0,V,V,V,U,850.0,Non-combustible,without,31555,oui
H18422,2012,0.5,0,V,N,O,R,520.0,Wood-framed,3,6088,non
H13653,2016,0.5,0,N,V,V,U,250.0,Non-combustible,without,64122,non
H1533,2012,1.0,1,V,N,O,R,2073.0,Fire-resistive,4,74058,non
H3033,2014,1.0,0,V,N,O,R,1200.0,Non-combustible,2,34324,non
H3762,2015,1.0,0,V,V,V,U,5600.0,Fire-resistive,without,13047,non
H2326,2012,0.5,0,V,V,V,U,571.0,Fire-resistive,without,35288,non
H3409,2014,1.0,0,V,V,V,U,472.0,Non-combustible,without,38563,non
H17889,2012,1.0,0,V,N,O,R,10200.0,Fire-resistive,4,17300,oui
H6723,2016,1.0,0,N,V,V,U,1110.0,Ordinary,without,38185,oui
H12678,2012,1.0,1,N,V,V,U,2255.0,Ordinary,without,92040,oui
H14006,2014,1.0,0,N,V,V,U,840.0,Non-combustible,without,67180,non
H14355,2015,1.0,1,N,V,V,U,970.0,Ordinary,without,94068,non
H13612,2016,0.5,0,V,N,O,R,2400.0,Non-combustible,6,76259,non
H4668,2012,1.0,0,V,N,O,R,1137.0,Wood-framed,5,6083,oui
H3701,2013,1.0,0,V,V,V,U,350.0,Non-combustible,without,13204,non
H6628,2013,0.5,0,V,N,O,R,1125.0,Non-combustible,4,30189,oui
H656,2014,1.0,0,V,V,V,U,1160.0,Fire-resistive,without,36044,oui
H4728,2013,1.0,0,N,V,V,U,150.0,Ordinary,without,92035,non
H15479,2016,1.0,0,V,N,O,R,1365.0,Fire-resistive,4,19031,non
H14504,2012,0.5,0,N,V,V,U,1700.0,Non-combustible,without,34301,non
H7313,2012,0.5,0,V,V,V,U,800.0,Non-combustible,without,62826,non
H13189,2014,1.0,0,N,V,V,U,1520.0,Ordinary,without,93066,oui
H16912,2012,0.5,0,V,N,O,R,950.0,Non-combustible,3,68224,non
H12681,2016,0.5,1,N,V,V,U,580.0,Ordinary,without,93045,non
H17429,2014,1.0,1,V,N,O,R,1500.0,Wood-framed,6,75115,non
H15067,2012,1.0,0,V,V,V,U,,Ordinary,without,,non
H4848,2012,1.0,0,V,N,O,R,1352.0,Non-combustible,3,68224,non
H4822,2013,1.0,1,V,N,O,R,1802.0,Wood-framed,9,75118,non
H2703,2012,1.0,0,V,N,O,R,245.0,Non-combustible,3,38416,non
H1610,2013,0.5,0,V,V,V,U,300.0,Non-combustible,without,13203,non
H16658,2013,1.0,0,V,N,O,R,380.0,Non-combustible,2,66136,non
H19276,2013,0.5,0,V,N,O,R,700.0,Non-combustible,3,77305,non
H13909,2013,0.5,0,N,V,V,U,370.0,Non-combustible,without,13209,non
H19749,2015,0.5,0,V,N,O,R,574.0,Non-combustible,4,83009,non
H6164,2013,1.0,0,V,N,O,R,650.0,Wood-framed,4,6007,non
H4021,2013,1.0,0,V,N,O,R,3200.0,Fire-resistive,4,63075,oui
H13566,2012,1.0,0,V,N,O,R,370.0,Non-combustible,2,34172,non
H3558,2015,1.0,0,V,N,O,R,450.0,Non-combustible,3,30189,non
H4328,2012,1.0,1,N,V,V,U,4590.0,Wood-framed,without,6088,non
H17556,2013,0.5,0,V,N,O,R,488.0,Fire-resistive,5,87085,non
H3317,2014,1.0,0,V,N,O,R,1050.0,Non-combustible,5,62826,non
H14948,2013,1.0,0,V,N,O,R,3300.0,Non-combustible,6,76259,non
H2288,2016,0.5,0,V,N,O,R,1140.0,Non-combustible,4,62160,oui
H7210,2014,1.0,1,V,V,V,U,3419.0,Ordinary,without,92044,non
H18415,2013,0.5,0,V,N,O,R,2200.0,Non-combustible,7,62826,oui
H6064,2014,1.0,0,V,V,V,U,3043.0,Wood-framed,without,6083,non
H19175,2015,1.0,0,V,N,O,R,2374.0,Wood-framed,4,6088,non
H16923,2013,1.0,0,V,N,O,R,1461.0,Fire-resistive,6,35288,non
H3751,2014,1.0,0,V,V,V,U,2427.0,Non-combustible,without,64249,non
H15579,2014,1.0,0,V,N,O,R,5439.0,Fire-resistive,>=10,3190,oui
H15011,2012,1.0,1,N,V,V,U,500.0,Wood-framed,without,75118,non
H18320,2013,1.0,0,V,N,O,R,2600.0,Wood-framed,4,6088,non
H304,2015,1.0,0,V,V,V,U,1356.0,Fire-resistive,without,63075,non
H6218,2012,1.0,0,V,V,V,U,210.0,Fire-resistive,without,91174,non
H18913,2013,1.0,0,V,N,O,R,500.0,Fire-resistive,4,42095,non
H18885,2013,1.0,0,V,N,O,R,2828.0,Ordinary,3,2A004,non
H19701,2015,0.5,0,V,N,O,R,1250.0,Fire-resistive,5,35288,non
H5415,2015,1.0,0,N,V,V,U,3281.0,Non-combustible,without,13208,oui
H18659,2013,1.0,0,V,N,O,R,1510.0,Fire-resistive,4,10387,non
H7125,2013,1.0,0,V,V,V,U,600.0,Ordinary,without,33063,non
H15045,2015,1.0,0,N,V,V,U,360.0,Non-combustible,without,90008,non
H13078,2014,1.0,1,N,V,V,U,600.0,Wood-framed,without,75118,non
H17314,2012,1.0,1,V,N,O,R,4069.0,Non-combustible,5,13212,oui
H17401,2014,1.0,1,V,N,O,R,2000.0,Non-combustible,4,38318,oui
H18333,2013,1.0,0,V,N,O,R,500.0,Fire-resistive,5,74012,non
H4951,2012,1.0,0,V,V,V,U,2350.0,Fire-resistive,without,58194,non
H16768,2012,1.0,0,V,N,O,R,6900.0,Fire-resistive,>=10,13056,oui
H547,2014,1.0,0,V,N,O,R,450.0,Fire-resistive,4,44109,oui
H17486,2016,0.5,0,V,N,O,R,240.0,Fire-resistive,3,10387,non
H6331,2012,1.0,0,V,N,O,R,436.0,Non-combustible,4,26362,oui
H4342,2013,0.5,1,V,N,O,R,500.0,Non-combustible,3,51454,non
H204,2015,1.0,1,V,N,O,R,900.0,Wood-framed,7,75105,non
H3357,2014,0.5,0,V,N,O,R,400.0,Non-combustible,4,62826,non
H16193,2013,1.0,1,V,N,O,R,480.0,Wood-framed,6,75117,non
H12938,2013,1.0,1,N,V,V,U,1880.0,Ordinary,without,92026,oui
H4721,2013,0.5,0,V,N,O,R,350.0,Non-combustible,3,57463,non
H17367,2014,1.0,0,V,N,O,R,700.0,Non-combustible,2,13204,non
H16972,2012,1.0,1,V,N,O,R,590.0,Wood-framed,6,75119,non
H14061,2013,1.0,0,N,V,V,U,560.0,Ordinary,without,64483,non
H6706,2015,0.5,1,N,V,V,U,800.0,Ordinary,without,54395,non
H4581,2015,1.0,0,N,V,V,U,800.0,Non-combustible,without,83050,non
H18311,2016,1.0,0,V,N,O,R,4650.0,Fire-resistive,5,13001,oui
H4688,2013,1.0,1,N,V,V,U,400.0,Non-combustible,without,13204,non
H16586,2016,1.0,0,V,N,O,R,1260.0,Wood-framed,8,75115,oui
H19164,2014,1.0,0,V,N,O,R,400.0,Ordinary,3,59350,non
H18450,2014,0.5,1,V,N,O,R,2000.0,Non-combustible,5,65017,non
H18146,2014,1.0,0,V,N,O,R,815.0,Non-combustible,3,68067,non
H18970,2012,0.5,1,V,N,O,R,1795.0,Ordinary,6,93055,non
H16926,2012,1.0,0,V,N,O,R,210.0,Wood-framed,2,6029,non
H4507,2013,1.0,0,N,V,V,U,396.0,Non-combustible,without,30351,non
H17374,2012,1.0,0,V,N,O,R,1500.0,Ordinary,2,2A247,non
H14848,2016,0.5,0,N,V,V,U,1200.0,Fire-resistive,without,63430,non
H3175,2014,1.0,0,N,V,V,U,600.0,Non-combustible,without,13201,non
H4122,2013,1.0,0,N,V,V,U,400.0,Wood-framed,without,6088,non
H3979,2012,1.0,0,N,V,V,U,170.0,Non-combustible,without,95051,non
H4073,2014,1.0,0,N,V,V,U,200.0,Non-combustible,without,31555,non
H14997,2012,1.0,1,V,N,O,R,1100.0,Ordinary,4,94068,non
H17657,2012,1.0,0,V,N,O,R,515.0,Wood-framed,3,6159,non
H15685,2015,1.0,0,V,N,O,R,1212.0,Non-combustible,3,83009,oui
H5077,2012,0.5,1,N,V,V,U,1163.0,Ordinary,without,94052,non
H19212,2016,0.5,1,V,N,O,R,680.0,Non-combustible,5,66218,non
H6949,2013,1.0,0,V,N,O,R,2225.0,Non-combustible,6,62193,non
H12810,2013,0.5,0,N,V,V,U,435.0,Non-combustible,without,57221,non
H18675,2014,1.0,1,V,N,O,R,1400.0,Ordinary,3,67482,non
H18756,2013,1.0,0,V,N,O,R,850.0,Non-combustible,5,38337,non
H13618,2012,1.0,0,N,V,V,U,2000.0,Non-combustible,without,63113,oui
H6769,2014,1.0,1,N,V,V,U,400.0,Non-combustible,without,31555,non
H16137,2014,1.0,1,V,N,O,R,1650.0,Ordinary,4,94068,non
H17899,2014,1.0,1,V,N,O,R,850.0,Fire-resistive,3,54188,non
H3511,2012,0.5,0,V,N,O,R,460.0,Non-combustible,4,83050,oui
H3984,2013,1.0,0,V,V,V,U,2900.0,Wood-framed,without,6083,oui
H12914,2012,1.0,0,N,V,V,U,940.0,Fire-resistive,without,74056,non
H1283,2016,1.0,1,V,V,V,U,2420.0,Fire-resistive,without,35288,non
H2094,2015,1.0,0,V,V,V,U,2126.0,Non-combustible,without,13213,non
H18836,2015,1.0,0,V,N,O,R,2500.0,Fire-resistive,4,10362,non
H13811,2012,1.0,0,N,V,V,U,234.0,Wood-framed,without,6088,non
H19181,2013,0.5,0,V,N,O,R,970.0,Non-combustible,4,30133,non
H13017,2016,0.5,0,N,V,V,U,5561.0,Non-combustible,without,25356,non
H14849,2016,0.5,0,N,V,V,U,1323.0,Non-combustible,without,64024,oui
H3644,2014,1.0,0,V,V,V,U,325.0,Ordinary,without,93064,non
H1775,2012,1.0,1,V,N,O,R,620.0,Wood-framed,4,75115,oui
H16727,2014,1.0,0,V,N,O,R,3510.0,Wood-framed,4,6088,oui
H6598,2012,1.0,0,V,V,V,U,3900.0,Non-combustible,without,80228,non
H19903,2016,0.5,0,V,N,O,R,500.0,Fire-resistive,2,74011,non
H17809,2014,1.0,0,V,N,O,R,4000.0,Non-combustible,3,83115,non
H18191,2013,1.0,1,V,N,O,R,384.0,Non-combustible,3,13212,non
H14916,2013,1.0,0,N,N,O,R,4350.0,Non-combustible,9,13208,non
H14509,2012,1.0,0,V,N,O,R,495.0,Non-combustible,2,83062,non
H2861,2015,0.5,1,V,N,O,R,820.0,Wood-framed,4,6088,non
H6225,2012,0.5,1,V,V,V,U,420.0,Non-combustible,without,51454,oui
H16955,2013,1.0,0,V,N,O,R,430.0,Non-combustible,3,13210,non
H17204,2013,1.0,1,V,N,O,R,3700.0,Ordinary,5,92004,oui
H5775,2014,1.0,0,V,N,O,R,2188.0,Non-combustible,5,83069,non
H14704,2013,0.5,1,N,V,V,U,880.0,Non-combustible,without,57227,non
H7339,2013,0.5,0,N,V,V,U,1440.0,Fire-resistive,without,58194,non
H417,2015,1.0,0,V,V,V,U,1050.0,Non-combustible,without,11262,non
H16793,2013,1.0,1,V,N,O,R,2758.0,Non-combustible,6,13201,oui
H17973,2015,1.0,0,V,N,O,R,2721.0,Fire-resistive,4,16015,non
H19379,2014,0.5,0,V,N,O,R,490.0,Fire-resistive,4,73116,non
H12904,2012,1.0,0,N,V,V,U,1300.0,Fire-resistive,without,35093,non
H5279,2014,1.0,0,V,V,V,U,2064.0,Ordinary,without,64189,non
H18655,2014,1.0,1,V,N,O,R,800.0,Wood-framed,5,6088,non
H17935,2015,1.0,1,V,N,O,R,1210.0,Wood-framed,7,75110,non
H18144,2012,0.5,0,V,N,O,R,260.0,Ordinary,2,33063,non
H2514,2016,0.5,0,V,N,O,R,480.0,Non-combustible,2,57463,non
H3866,2015,1.0,0,V,N,O,R,3650.0,Non-combustible,5,14118,oui
H6669,2014,1.0,0,V,V,V,U,510.0,Fire-resistive,without,86194,oui
H12850,2013,1.0,0,N,V,V,U,6657.0,Non-combustible,without,13209,oui
H16357,2015,0.5,1,V,N,O,R,3362.0,Fire-resistive,4,91432,non
H3669,2013,1.0,0,V,V,V,U,1093.0,Non-combustible,without,42218,non
H17838,2012,1.0,1,V,N,O,R,2600.0,Ordinary,9,93055,non
H3035,2015,1.0,0,V,N,O,R,400.0,Non-combustible,3,34172,non
H19045,2014,1.0,1,V,N,O,R,3875.0,Ordinary,5,94068,oui
H3080,2015,1.0,0,V,V,V,U,1810.0,Non-combustible,without,68908,non
H18930,2014,1.0,0,V,N,O,R,350.0,Fire-resistive,3,10387,non
H2536,2012,0.5,0,V,V,V,U,600.0,Fire-resistive,without,42275,non
H18767,2014,1.0,0,V,N,O,R,3369.0,Wood-framed,3,6032,oui
H172,2012,0.5,0,V,V,V,U,110.0,Non-combustible,without,31555,non
H3761,2016,0.5,0,V,N,O,R,800.0,Fire-resistive,3,13004,non
H16067,2014,1.0,0,V,N,O,R,1450.0,Non-combustible,4,38315,non
H3365,2013,1.0,0,V,N,O,R,1000.0,Non-combustible,2,62201,non
H3284,2014,1.0,0,V,N,O,R,250.0,Ordinary,6,83137,non
H19254,2015,1.0,0,V,N,O,R,530.0,Non-combustible,2,83017,non
H3106,2016,0.5,0,V,V,V,U,1619.0,Wood-framed,without,6083,non
H5823,2012,1.0,0,V,V,V,U,439.0,Fire-resistive,without,13004,non
H6280,2012,1.0,0,V,V,V,U,3919.0,Fire-resistive,without,54159,non
H410,2012,1.0,0,V,N,O,R,563.0,Fire-resistive,4,23096,non
H14461,2012,1.0,1,N,V,V,U,2288.0,Non-combustible,without,38001,oui
H4807,2016,0.5,1,N,V,V,U,410.0,Ordinary,without,33063,non
H18647,2012,0.5,0,V,N,O,R,1020.0,Fire-resistive,4,27056,oui
H14552,2016,0.5,1,V,N,O,R,2800.0,Wood-framed,8,6012,non
H14284,2014,1.0,1,N,V,V,U,1800.0,Non-combustible,without,30011,non
H12925,2012,1.0,0,V,N,O,R,1990.0,Non-combustible,3,29259,non
H17058,2013,1.0,1,V,N,O,R,750.0,Non-combustible,2,83126,non
H14497,2013,0.5,1,N,V,V,U,315.0,Non-combustible,without,66130,non
H3932,2012,1.0,0,V,V,V,U,1180.0,Ordinary,without,92009,non
H7009,2012,1.0,0,V,V,V,U,251.0,Non-combustible,without,21231,non
H3096,2014,1.0,0,V,V,V,U,3275.0,Non-combustible,without,62826,oui
H17112,2013,0.5,1,V,V,V,R,,Non-combustible,without,78688,non
H13883,2012,1.0,0,N,V,V,U,3380.0,Non-combustible,without,29151,non
H3595,2013,1.0,0,V,V,V,U,2960.0,Fire-resistive,without,5023,non
H5305,2012,1.0,0,N,V,V,U,2100.0,Non-combustible,without,69382,oui
H13690,2016,0.5,0,V,N,O,R,300.0,Ordinary,4,33063,non
H18570,2016,0.5,1,V,N,O,R,730.0,Ordinary,4,93062,non
H19371,2016,0.5,0,V,N,O,R,350.0,Ordinary,5,67482,non
H3593,2013,1.0,0,V,V,V,U,735.0,Non-combustible,without,38314,non
H19481,2014,0.5,0,V,N,O,R,2600.0,Non-combustible,4,13208,oui
H5943,2012,1.0,0,V,N,O,R,450.0,Fire-resistive,5,84007,non
H14983,2013,0.5,1,N,V,V,U,3164.0,Ordinary,without,94004,non
H13779,2015,1.0,0,N,V,V,U,2350.0,Non-combustible,without,13001,oui
H16080,2015,1.0,0,V,N,O,R,4772.0,Non-combustible,3,83152,non
H14427,2012,0.5,1,N,V,V,U,696.0,Fire-resistive,without,84007,non
H6252,2012,1.0,0,V,N,O,R,1941.0,Fire-resistive,4,17306,oui
H18248,2013,1.0,0,V,N,O,R,1935.0,Fire-resistive,2,74243,non
H6140,2012,1.0,1,V,V,V,U,2300.0,Wood-framed,without,6088,non
H19196,2013,0.5,0,V,N,O,R,390.0,Non-combustible,2,34172,non
H3245,2012,1.0,0,V,N,O,R,2537.0,Non-combustible,4,38269,non
H14838,2015,1.0,1,V,N,O,R,665.0,Non-combustible,3,83034,non
H1914,2016,0.5,0,V,N,O,R,500.0,Non-combustible,4,29019,non
H4108,2012,1.0,0,N,V,V,U,2400.0,Non-combustible,without,13206,oui
H4851,2014,0.5,0,V,V,V,U,1350.0,Non-combustible,without,62108,oui
H15896,2014,1.0,1,V,N,O,R,1170.0,Wood-framed,6,75115,non
H14082,2014,1.0,0,N,V,V,U,380.0,Wood-framed,without,75116,non
H18916,2016,0.5,1,V,N,O,R,360.0,Non-combustible,4,24322,oui
H4143,2014,1.0,0,V,V,V,U,830.0,Fire-resistive,without,74270,oui
H2335,2014,1.0,0,N,V,V,U,610.0,Non-combustible,without,13202,oui
H13483,2013,1.0,1,V,N,O,R,9654.0,Ordinary,4,94071,non
H4355,2012,1.0,0,N,V,V,U,12000.0,Non-combustible,without,95424,oui
H15935,2012,1.0,1,V,N,O,R,1100.0,Wood-framed,7,6012,non
H16211,2013,1.0,0,V,N,O,R,2732.0,Ordinary,7,2A004,oui
H626,2014,0.5,1,V,V,V,U,1666.0,Wood-framed,without,75109,non
H2753,2012,1.0,0,V,N,O,R,900.0,Non-combustible,4,77075,non
H13991,2012,1.0,0,N,V,V,U,250.0,Non-combustible,without,13001,oui
H69,2016,0.5,0,V,N,O,R,1730.0,Non-combustible,6,13205,non
H4773,2013,1.0,0,V,V,V,U,1500.0,Fire-resistive,without,88351,non
H16119,2013,1.0,1,V,N,O,R,1200.0,Fire-resistive,4,33009,non
H14252,2012,1.0,0,V,N,O,R,400.0,Wood-framed,4,6069,non
H7052,2014,1.0,0,N,V,V,U,900.0,Non-combustible,without,83050,non
H3791,2014,1.0,0,N,V,V,U,561.0,Fire-resistive,without,91174,non
H13079,2016,0.5,1,N,V,V,U,600.0,Wood-framed,without,75118,non
H15390,2013,1.0,0,V,N,O,R,720.0,Non-combustible,5,60141,oui
H14349,2014,1.0,0,V,N,O,R,1260.0,Non-combustible,3,34192,non
H19334,2013,0.5,0,V,N,O,R,2800.0,Non-combustible,4,30133,non
H6733,2014,1.0,1,N,V,V,U,870.0,Ordinary,without,92044,non
H4799,2012,1.0,0,V,V,V,U,1428.0,Non-combustible,without,26362,oui
H14599,2012,1.0,0,N,V,V,U,1420.0,Fire-resistive,without,19031,non
H19355,2014,1.0,0,V,N,O,R,2735.0,Fire-resistive,3,1173,oui
H16836,2012,1.0,1,V,N,O,R,960.0,Non-combustible,5,13207,non
H17788,2013,1.0,0,V,N,O,R,395.0,Wood-framed,3,6088,non
H1838,2012,1.0,0,V,V,V,U,135.0,Ordinary,without,38185,non
H15872,2015,1.0,1,V,N,O,R,850.0,Ordinary,4,33063,non
H18578,2015,1.0,0,V,N,O,R,2100.0,Non-combustible,4,80228,non
H18581,2013,1.0,0,V,N,O,R,5451.0,Non-combustible,3,57757,non
H15245,2012,1.0,1,V,N,O,R,5600.0,Fire-resistive,6,74276,non
H7364,2012,0.5,0,N,V,V,U,2240.0,Non-combustible,without,69091,non
H17902,2014,1.0,1,V,N,O,R,12474.0,Fire-resistive,6,91377,oui
H6975,2015,1.0,1,V,N,O,R,850.0,Ordinary,1,94058,non
H1292,2016,0.5,0,N,V,V,U,1330.0,Fire-resistive,without,91064,non
H19094,2014,1.0,0,V,N,O,R,2000.0,Ordinary,5,2A004,non
H17255,2012,1.0,0,V,N,O,R,85.0,Non-combustible,1,13209,non
H16513,2014,1.0,0,V,N,O,R,330.0,Ordinary,3,94003,non
H19102,2015,1.0,0,V,N,O,R,8436.0,Non-combustible,4,90010,oui
H18736,2013,1.0,0,V,N,O,R,300.0,Non-combustible,2,38067,non
H4957,2016,1.0,1,V,V,V,U,473.0,Non-combustible,without,69388,oui
H18590,2013,0.5,0,V,N,O,R,2200.0,Non-combustible,3,38294,non
H6602,2014,1.0,0,V,N,O,R,427.0,Non-combustible,3,30133,non
H18850,2013,1.0,0,V,N,O,R,580.0,Fire-resistive,3,42330,non
H17111,2015,1.0,1,V,N,O,R,883.0,Non-combustible,4,78220,oui
H6108,2015,1.0,1,V,V,V,U,1670.0,Fire-resistive,without,33009,non
H16229,2015,1.0,0,V,N,O,R,1260.0,Ordinary,5,64483,oui
H6920,2013,1.0,0,N,V,V,U,350.0,Fire-resistive,without,50218,non
H3251,2015,0.5,0,V,V,V,U,1300.0,Ordinary,without,38185,non
H18874,2013,0.5,1,V,N,O,R,3170.0,Ordinary,7,94067,oui
H15399,2012,1.0,1,V,N,O,R,6410.0,Ordinary,8,92026,oui
H706,2013,1.0,0,V,N,O,R,335.0,Non-combustible,4,62193,non
H14856,2015,1.0,0,N,V,V,U,480.0,Wood-framed,without,6083,non
H6577,2013,0.5,1,V,V,V,U,255.0,Ordinary,without,33063,non
H2383,2012,1.0,0,V,V,V,U,800.0,Non-combustible,without,34172,non
H4101,2012,1.0,0,V,V,V,U,1000.0,Fire-resistive,without,5023,non
H3204,2016,1.0,0,V,N,O,R,534.0,Non-combustible,4,13214,non
H15355,2015,1.0,0,V,N,O,R,380.0,Non-combustible,4,13208,non
H15999,2012,0.5,0,V,N,O,R,4523.0,Non-combustible,5,13213,oui
H5480,2015,1.0,0,V,V,V,U,800.0,Non-combustible,without,13204,non
H19471,2015,1.0,0,V,N,O,R,1359.0,Non-combustible,3,66065,non
H15716,2013,1.0,0,V,N,O,R,335.0,Non-combustible,1,38567,non
H16653,2014,0.5,1,V,N,O,R,1120.0,Non-combustible,2,40279,non
